participant_ID,full_clip_name,clip_label,genre_code,familiarity_M17,stimulus_group,age_group,country_code,thought_or_not_response.keys,have_thought_input.text,rating_Q1_music_related.response,rating_Q2_spontaneous.response,rating_Q3_reality.response,no_thought_input.text,general_rating_Q1_familiarity.response,general_rating_Q2_enjoy.response,banana_attnCheck.text,demographics.headphones,demographics.age,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.gender,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
156,Fil_L_05_new-clip_Film_LOW_Main_Titles.mp3,Fil_L_05,Fil,L,5,18to30,UK,y,"vaguely imagined scenes from star wars, and then got creeped out and just imagined darkness",5,5,3,NA,1,1,banana,TRUE,28,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,7,3,no
156,Fun_L_05_new-clip_Funk_LOW_Walking_Trombone.mp3,Fun_L_05,Fun,L,5,18to30,UK,y,"imagining a jazz band playing. Particularly the trumpet player, but not in any detail other than the detail of the rtrumpet",5,4,4,NA,1,1,banana,TRUE,28,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,7,3,no
156,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jaz_L_05,Jaz,L,5,18to30,UK,y,visualised a xylophone first. Then imagined some kind of old bar in the 20th century with people doing a lively dance.,5,5,4,NA,1,2,banana,TRUE,28,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,7,3,no
156,Met_L_05_new-clip_Metal_LOW_Under_the_Knife.mp3,Met_L_05,Met,L,5,18to30,UK,y,some imagining of the guitarist's fingers on the fretboard. but nothing else really,5,4,3,NA,1,5,banana,TRUE,28,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,7,3,no
156,Pop_L_05_new-clip_Pop_HIGH_The_Edge_Of_Glory.mp3,Pop_L_05,Pop,L,5,18to30,UK,y,it reminded me of parts of the x-factor shows I used to watch when I was young. Particularly the 80s music performances which i disliked,5,5,1,NA,1,1,banana,TRUE,28,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,7,3,no
157,60s_H_03_new-clip_60s_HIGH_Crimson_and_Clover_-Single_Version-.mp3,60s_H_03,60s,H,3,18to30,UK,y,Sounded like a 60's Beatles type song. Imagined a beach with hippy culture.,4,3,3,NA,2,4,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,80s_H_03_new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,80s_H_03,80s,H,3,18to30,UK,y,Like the ending of a dramatic 80's movie.,3,2,3,NA,4,2,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,"Cla_H_03_new-clip_Classical_HIGH_Cello_Suite_No._1_in_G_Major,_BWV_1007-_I._Prélude.mp3",Cla_H_03,Cla,H,3,18to30,UK,y,Imagined watching a period drama set in a country manor. Maybe a Netflix series.,4,3,2,NA,4,4,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Fil_L_03_new-clip_Film_MED_The_world_is_amazed_-_Main_Title_Theme.mp3,Fil_L_03,Fil,L,3,18to30,UK,y,"Sounded like an old movie score, something from Disney. Maybe from the 80's.",4,4,1,NA,2,4,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Fun_L_03_new-clip_Funk_HIGH_Them_Changes.mp3,Fun_L_03,Fun,L,3,18to30,UK,y,"Love this song, but no specific memories attached.",2,4,4,NA,3,5,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Jaz_L_03_new-clip_Jazz_LOW_Ainda_Mais_Amor.mp3,Jaz_L_03,Jaz,L,3,18to30,UK,y,"Elevator music, like being in the lift in a posh building or jewellery shop.",4,3,2,NA,2,4,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Pop_L_03_new-clip_Pop_MED_You_Belong_to_Me.mp3,Pop_L_03,Pop,L,3,18to30,UK,y,"Like the intro to a drama series on Netflix, trying to build excitement / suspense.",3,2,2,NA,2,2,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Amb_H_03_new-clip_Ambient_MED_Study_Music_-Concentrate-.mp3,Amb_H_03,Amb,H,3,18to30,UK,n,NA,NA,NA,NA,"No specific thoughts came to mind, it was just a relaxing, peaceful piece of music.",2,3,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Ele_H_03_new-clip_Electronic_HIGH_One_More_Time.mp3,Ele_H_03,Ele,H,3,18to30,UK,n,NA,NA,NA,NA,"It's a song I know well, but does not bring any specific memories, perhaps too many for one specifically to spring out.",5,4,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
157,Met_L_03_new-clip_Metal_LOW_Viaje_Por_Existir.mp3,Met_L_03,Met,L,3,18to30,UK,n,NA,NA,NA,NA,Don't like heavy metal. Not enjoyable at all.,2,1,Banana,TRUE,29,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,4,2,No.
158,80s_L_07_new-clip_80s_LOW_Breaking_Away.mp3,80s_L_07,80s,L,7,18to30,UK,y,"Sat in a nice relaxing bar, sipping on a whiskey",5,2,5,NA,1,3,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Fil_H_07_new-clip_Film_HIGH_Star_Wars_-Main_Theme-.mp3,Fil_H_07,Fil,H,7,18to30,UK,y,"The start of a film, in particular ",5,3,2,NA,3,3,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Fun_H_07_new-clip_Funk_HIGH_1999.mp3,Fun_H_07,Fun,H,7,18to30,UK,y,Listening to my nans record player,5,4,2,NA,3,4,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,60s_L_07,60s,L,7,18to30,UK,n,NA,NA,NA,NA,Not my type of music,1,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Amb_L_07_new-clip_Ambient_HIGH_Dont_Bother_Theyre_Here.mp3,Amb_L_07,Amb,L,7,18to30,UK,n,NA,NA,NA,NA,Not my type of music,1,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,"Cla_L_07_new-clip_Classical_LOW_Sonata_No._2_for_Violin,_Piano_and_Drums.mp3",Cla_L_07,Cla,L,7,18to30,UK,n,NA,NA,NA,NA,Don't like that music,1,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Ele_L_07_new-clip_Electronic_LOW_Memoria.mp3,Ele_L_07,Ele,L,7,18to30,UK,n,NA,NA,NA,NA,Not the type of music I'd listen to,1,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,Jaz_H_07,Jaz,H,7,18to30,UK,n,NA,NA,NA,NA,Not my type of music,2,2,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Met_H_07_new-clip_Metal_HIGH_What_Ive_Done.mp3,Met_H_07,Met,H,7,18to30,UK,n,NA,NA,NA,NA,Don't like rock music,2,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
158,Pop_H_07_new-clip_Pop_HIGH_Slow_Dancing.mp3,Pop_H_07,Pop,H,7,18to30,UK,n,NA,NA,NA,NA,Not the sort of music I'd listen to,1,1,banana,TRUE,25,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,3,2,NA
159,60s_H_06_new-clip_60s_MED_Cinnamon_Girl.mp3,60s_H_06,60s,H,6,18to30,UK,y,"i imagined a cowboy driving a 1980's car across a desert, similar to that of a southern state in the US",5,4,3,NA,1,3,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s_H_06,80s,H,6,18to30,UK,y,"i imagined abba performing in the 1980s, although im unsure if the artist of the song was abba",4,4,4,NA,4,3,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Amb_H_06_new-clip_Ambient_HIGH_Sweden.mp3,Amb_H_06,Amb,H,6,18to30,UK,y,I thought about a world in minecraft and the sun setting with an orange/reddish glow in it,5,4,1,NA,4,4,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,"Cla_H_06_new-clip_Classical_HIGH_Nocturne_No._2_in_E-Flat_Major,_Op._9_No._2.mp3",Cla_H_06,Cla,H,6,18to30,UK,y,"I remembered scenes from the film ""black swan"", especially the final performance when she is acting as the white swan before her transformation",4,4,2,NA,3,4,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Ele_H_06_new-clip_Electronic_HIGH_The_Other_Side_Of_Paradise.mp3,Ele_H_06,Ele,H,6,18to30,UK,y,"I thought about playing a game of leauge of legends, as the music sounded slightly similar to the music i have heard in the game",4,4,1,NA,1,2,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Fil_L_06_new-clip_Film_MED_Hoffa_Trailer.mp3,Fil_L_06,Fil,L,6,18to30,UK,y,"i thought of james bond and the james bond game that was on the nintendo 64, but also thought of the band of brothers tv show",4,4,2,NA,1,2,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,Jaz_L_06,Jaz,L,6,18to30,UK,y,i thought about a jazz bar/cafe which was dark lit and had some sort of acting performance,4,4,3,NA,1,4,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Pop_L_06_new-clip_Pop_MED_I_Turn_To_You.mp3,Pop_L_06,Pop,L,6,18to30,UK,y,i thought of the game on the wii where you can play different olympic events,4,4,2,NA,1,2,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Fun_L_06_new-clip_Funk_MED_Charisma.mp3,Fun_L_06,Fun,L,6,18to30,UK,n,NA,NA,NA,NA,i think its because i enjoyed listening to the music too much,1,5,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
159,Met_L_06_new-clip_Metal_MED_Check_My_Brain.mp3,Met_L_06,Met,L,6,18to30,UK,n,NA,NA,NA,NA,i dont know why i couldnt imagine any clear thoughts or scenes,1,3,banana,TRUE,23,United Kingdom,United Kingdom,English,FALSE,NA,Male,FALSE,NA,6,3,"no, thank you"
160,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s_L_10,60s,L,10,18to30,UK,y,My thoughts of this was of old times. Maybe 60's and again people dancing. I think it makes me think of older films and when you see people dancing in them,4,3,2,NA,2,3,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,80s_L_10_new-clip_80s_MED_In_Your_Room.mp3,80s_L_10,80s,L,10,18to30,UK,y,Just had a thought of someone playing the saxophone on the beach,4,5,4,NA,1,4,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Cla_L_10_new-clip_Classical_MED_Whitacre-_The_Seal_Lullaby.mp3,Cla_L_10,Cla,L,10,18to30,UK,y,A scene from a movie came into my head from Pearl Harbor where they are running through sheets that are being dried. This made me think of that scene as i think there might be a song that sounds similar,4,1,2,NA,2,4,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Fil_H_10_new-clip_Film_HIGH_Main_Theme_-From__The_Dark_Knight_Rises_-.mp3,Fil_H_10,Fil,H,10,18to30,UK,y,My main thought on this one was it reminded me of a opening scene of a movie or atleast that is where i would expect to hear this. That or in some dramatic scene in a movie. Harry Potter did come to mind at one point unsure why!,4,2,3,NA,2,3,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Jaz_H_10_new-clip_Jazz_HIGH_Summertime.mp3,Jaz_H_10,Jaz,H,10,18to30,UK,y,What came to mind was an old ballroom with soldiers in (those of the 1930's) dancing with women,4,3,2,NA,1,2,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Met_H_10_new-clip_Metal_HIGH_Enter_Sandman.mp3,Met_H_10,Met,H,10,18to30,UK,y,"Made me towards the end think of being at a festival and people head banging to the music, seeing a band on stage playing their guitars",4,3,3,NA,2,4,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Amb_L_10_new-clip_Ambient_LOW_Fantasy_and_Reason.mp3,Amb_L_10,Amb,L,10,18to30,UK,n,NA,NA,NA,NA,There was too much going on in the song but also it didn't make me think of a time period like the last piece. There wasn't anything that stood out in the piece,1,1,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Ele_L_10_new-clip_Electronic_LOW_Tape.mp3,Ele_L_10,Ele,L,10,18to30,UK,n,NA,NA,NA,NA,I think it didn't remind me of anything and the music was quite fast to formulate anything in mind,2,1,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Fun_H_10_new-clip_Funk_MED_Darkest_Light.mp3,Fun_H_10,Fun,H,10,18to30,UK,n,NA,NA,NA,NA,"I think again as it might not remind me of anything when listening. Not the kind of music i would listen to, therefore, didn't conjure up any memories/thoughts",1,2,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
160,Pop_H_10_new-clip_Pop_HIGH_Love_Again.mp3,Pop_H_10,Pop,H,10,18to30,UK,n,NA,NA,NA,NA,I am not sure maybe as it was slower but also a tune i have heard before. It didn't resonate with me,3,4,Banana,TRUE,30,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,3,2,Was interesting to see when you close your eyes and listen what comes to mind - or doesn't! 
161,"60s_H_02_new-clip_60s_LOW_Walk,_Dont_Run_-_Stereo.mp3",60s_H_02,60s,H,2,18to30,UK,y,a guy with long blonde hair surfing high waves as competition judges watch on.,4,3,5,NA,1,4,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,80s_H_02_new-clip_80s_HIGH_Maneater.mp3,80s_H_02,80s,H,2,18to30,UK,y,woman walking through a group of men with this song in the background - in like a 50s drive through theme.,3,4,5,NA,5,5,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,Amb_H_02,Amb,H,2,18to30,UK,y,"spa scene, with steam room and pool and the scent of lavender.  feeling relaxed and happy.",5,4,4,NA,1,2,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Cla_H_02_new-clip_Classical_HIGH_Gymnopédie_No._1.mp3,Cla_H_02,Cla,H,2,18to30,UK,y,"a quiet stream alongside a forest path, as i've listened to the song before whilst on a walk.",4,2,2,NA,5,5,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Ele_H_02_new-clip_Electronic_LOW_Expansion.mp3,Ele_H_02,Ele,H,2,18to30,UK,y,"outerspace, space station - alien invasion.  earth spinning in the backgrounds of the shots.",4,5,5,NA,1,1,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Fil_L_02_new-clip_Film_MED_Bob_Wakes_Up.mp3,Fil_L_02,Fil,L,2,18to30,UK,y,"reminded me of the sims, which i play quite frequently as it was not dissimilar to the game audio!",5,4,2,NA,2,3,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Fun_L_02_new-clip_Funk_LOW_Shes_Gotta_Be.mp3,Fun_L_02,Fun,L,2,18to30,UK,y,"rock concert, due to having been to one recently.  the lights were dim with a screen up behind the stage with band members playing guitars.",4,4,2,NA,1,2,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Met_L_02_new-clip_Metal_MED_OptiMystic.mp3,Met_L_02,Met,L,2,18to30,UK,y,like a motorbike show or car race - something high impact and driven by rock music.  high tempo and big crowds.,4,2,5,NA,1,4,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Pop_L_02_new-clip_Pop_MED_weekends.mp3,Pop_L_02,Pop,L,2,18to30,UK,y,"a restaurant, fine dining with napkins neatly folded on the tables.  candles were also lit around the restaurant.",4,3,4,NA,1,2,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
161,Jaz_L_02_new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,Jaz_L_02,Jaz,L,2,18to30,UK,n,NA,NA,NA,NA,"it isn't typically music i listen to, therefore didn't really have a reference point",1,3,banana,TRUE,18,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,5,2,very cool study!  would like to know the results :)
162,Amb_L_12_new-clip_Ambient_LOW_Memories_of_Grass.mp3,Amb_L_12,Amb,L,12,18to30,UK,y,"I could visualise the sounds ""ebbing"" and ""flowing"" in my mind. I could see the sounds in a way ",5,3,2,NA,1,2,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Ele_L_12_new-clip_Electronic_MED_Looped.mp3,Ele_L_12,Ele,L,12,18to30,UK,y,"I pictured bad weather - grey skies and lots of rain, trees. A kind of sad / melancholy/lonely scene",4,4,3,NA,1,1,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Fil_H_12_new-clip_Film_LOW_Hammer_of_the_Gods__Opening_Title.mp3,Fil_H_12,Fil,H,12,18to30,UK,y,"Made me think of an intense/scary scene in a big film, climatic ",5,2,3,NA,2,3,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Fun_H_12_new-clip_Funk_HIGH_September.mp3,Fun_H_12,Fun,H,12,18to30,UK,y,Family parties when I was a kid; happy memories; dancing together with family and friends,5,4,2,NA,5,5,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Met_H_12_new-clip_Metal_HIGH_Chop_Suey.mp3,Met_H_12,Met,H,12,18to30,UK,y,I could briefly picture what I think is the music video to this song. This isn't what I'd listen to but saw the music video on kerrang tv as a teenager,5,3,4,NA,3,2,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,60s_L_12_new-clip_60s_LOW_Rumpus.mp3,60s_L_12,60s,L,12,18to30,UK,n,NA,NA,NA,NA,It is was slightly annoying so didn't click with it enough to picture anything,1,1,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,80s_L_12_new-clip_80s_MED_Une_autre_histoire.mp3,80s_L_12,80s,L,12,18to30,UK,n,NA,NA,NA,NA,I havent heard this before so didn't associate any thoughts or scenes/images with it ,1,2,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Cla_L_12_new-clip_Classical_LOW_LArbre_des_songes_-_Concerto_for_Violin_and_Orchestra-_1._Librement._II._Vif._III._Lent._IV_Largo_et_animé.mp3,Cla_L_12,Cla,L,12,18to30,UK,n,NA,NA,NA,NA,I dont associate this music with anything. Although it did remind me of a scary / psychological horror scene in a film,1,3,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Jaz_H_12_new-clip_Jazz_MED_Take_Five.mp3,Jaz_H_12,Jaz,H,12,18to30,UK,n,NA,NA,NA,NA,Im not familiar with the music/ didn't have any associations with it ,1,2,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
162,Pop_H_12_new-clip_Pop_LOW_A_Casa_Sou_Eu_-_Ao_Vivo.mp3,Pop_H_12,Pop,H,12,18to30,UK,n,NA,NA,NA,NA,"I've not heard it before so do not have any associations. With guitars, I did imagine/visualise the music in my mind",1,4,Banana,TRUE,24,United Kingdom,United Kingdom,English,FALSE,NA,Female,FALSE,NA,6,2,It was enjoyable 
163,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,60s_L_07,60s,L,7,18to30,UK,y,driving through a small town looking at horses and dirt tracks and people ,4,2,4,NA,1,2,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,80s_L_07_new-clip_80s_LOW_Breaking_Away.mp3,80s_L_07,80s,L,7,18to30,UK,y,"someone sad walking around a city at night time, alone with their hands in their pockets looking at people passing by",4,2,4,NA,1,1,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Amb_L_07_new-clip_Ambient_HIGH_Dont_Bother_Theyre_Here.mp3,Amb_L_07,Amb,L,7,18to30,UK,y,"relaxing in a spa, floating in a pool with twinkling lights and tranquil music, looking up at the ceiling ",4,3,1,NA,1,4,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,"Cla_L_07_new-clip_Classical_LOW_Sonata_No._2_for_Violin,_Piano_and_Drums.mp3",Cla_L_07,Cla,L,7,18to30,UK,y,"walking round some back alleys, a mouse creeping around looking for cheese and foods, going through the bins, cartoon style looking mouse",4,2,5,NA,1,1,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Ele_L_07_new-clip_Electronic_LOW_Memoria.mp3,Ele_L_07,Ele,L,7,18to30,UK,y,"sitting in a garden looking at butterflies and flowers, enjoying peace and quiet, sat on a bench amongst nice plants ",5,2,2,NA,1,2,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Fil_H_07_new-clip_Film_HIGH_Star_Wars_-Main_Theme-.mp3,Fil_H_07,Fil,H,7,18to30,UK,y,"a parade with soliders playing instruments, wearing uniform and waving flags whilst people watched and cheered them on. people were also riding horses",4,4,2,NA,4,4,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Fun_H_07_new-clip_Funk_HIGH_1999.mp3,Fun_H_07,Fun,H,7,18to30,UK,y,"driving round in a convertible looking at the skyline and tall buildings, feeling the wind in your hair",5,5,3,NA,4,5,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,Jaz_H_07,Jaz,H,7,18to30,UK,y,a caberet show with burlesque dancers and lots of feathers on the stage performing,4,3,2,NA,4,4,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Met_H_07_new-clip_Metal_HIGH_What_Ive_Done.mp3,Met_H_07,Met,H,7,18to30,UK,y,"someone on a mission, angry walking to find someone, fists clenched and frowning",4,2,4,NA,2,3,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
163,Pop_H_07_new-clip_Pop_HIGH_Slow_Dancing.mp3,Pop_H_07,Pop,H,7,18to30,UK,y,i imagined a jazz club filled with smoke and dim lights with people drinking cocktails,4,3,3,NA,1,3,banana,TRUE,29,United Kingdom,United Kingdom,english,FALSE,NA,Female,FALSE,NA,5,2,NA
164,60s_H_01_new-clip_60s_HIGH_Summer_in_the_City_-_Remastered.mp3,60s_H_01,60s,H,1,18to30,UK,y,live music event at a bar or pub.  ,5,5,4,NA,1,3,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
164,80s_H_01_new-clip_80s_HIGH_Take_on_Me.mp3,80s_H_01,80s,H,1,18to30,UK,y,This reminds me of a Cadbury chocolate advert ,5,5,2,NA,5,5,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
164,Amb_H_01_new-clip_Ambient_HIGH_A_Walk.mp3,Amb_H_01,Amb,H,1,18to30,UK,y,This reminds me of a phone alarm clock.,5,5,4,NA,1,4,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
164,"Cla_H_01_new-clip_Classical_HIGH_Tchaikovsky-_Swan_Lake,_Op._20,_Act_2-_No._10,_Scene._Moderato.mp3",Cla_H_01,Cla,H,1,18to30,UK,y,This sounds like it sound be in a harry potter film or something similar with wizardly or alice in wonderland types of movie,5,5,4,NA,1,4,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
164,Ele_H_01_new-clip_Electronic_LOW_Simplicity.mp3,Ele_H_01,Ele,H,1,18to30,UK,y,"At first, it sounds like someone is trying to learn a piano and keep pressing the wrong key. However as the music continued to play, it did sound pleasant. ",5,5,5,NA,1,3,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
164,Fil_L_01_new-clip_Film_MED_Tinker_Tailor_Soldier_Spy.mp3,Fil_L_01,Fil,L,1,18to30,UK,y,Sound like the type of sound that would be played in an asian movie when someone is sad. ,5,5,5,NA,1,3,banana,TRUE,30,United Kingdom,Thailand,Thai,TRUE,Thai and English,Female,FALSE,NA,3,2,I really enjoyed it 
